cur_gameloop,joint_action,layout,layout_name,reward,score,state,time_elapsed,time_left,trial_id,player_0_is_human,player_1_is_human,player_0_id,player_1_id
197,"['INTERACT', [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,5,"{'players': [{'position': [1, 3], 'orientation': [-1, 0], 'held_object': None}, {'position': [3, 1], 'orientation': [0, -1], 'held_object': {'name': 'dish', 'position': [3, 1]}}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}, {'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",29.703000000000003,150,87,True,True,36,37
1092,"[[0, 0], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,40,"{'players': [{'position': [1, 2], 'orientation': [0, 1], 'held_object': None}, {'position': [1, 3], 'orientation': [-1, 0], 'held_object': {'name': 'onion', 'position': [1, 3]}}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}], 'cooking_tick': 10, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 10}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",163.951,16,62,True,True,26,27
267,"[[0, 0], [0, -1]]","['XXPXX', 'O  2O', 'X1  X', 'XDXSX']",cramped_room,0,15,"{'players': [{'position': [2, 1], 'orientation': [1, 0], 'held_object': {'name': 'dish', 'position': [2, 1]}}, {'position': [3, 2], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [3, 2]}}], 'objects': [{'name': 'soup', 'position': [2, 0], '_ingredients': [{'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",42.142,138,110,True,True,46,47
531,"[[0, 1], [0, 0]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,35,"{'players': [{'position': [5, 3], 'orientation': [0, 1], 'held_object': None}, {'position': [3, 2], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [3, 2]}}], 'objects': [{'name': 'soup', 'position': [4, 3], '_ingredients': [{'name': 'onion', 'position': [4, 3]}, {'name': 'onion', 'position': [4, 3]}, {'name': 'onion', 'position': [4, 3]}], 'cooking_tick': 6, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 6}, {'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}], 'cooking_tick': 16, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 16}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",79.804,100,116,True,True,48,49
375,"[[0, 0], [0, 0]]","['XXPXX', 'O  2O', 'X1  X', 'XDXSX']",cramped_room,0,15,"{'players': [{'position': [2, 1], 'orientation': [0, -1], 'held_object': {'name': 'soup', 'position': [2, 1], '_ingredients': [{'name': 'onion', 'position': [2, 1]}, {'name': 'onion', 'position': [2, 1]}, {'name': 'onion', 'position': [2, 1]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}}, {'position': [2, 2], 'orientation': [0, 1], 'held_object': None}], 'objects': [], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",56.405,124,60,True,True,26,27
735,"[[0, 0], [0, 1]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,50,"{'players': [{'position': [2, 1], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [2, 1]}}, {'position': [3, 2], 'orientation': [0, 1], 'held_object': {'name': 'onion', 'position': [3, 2]}}], 'objects': [{'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",110.402,70,57,True,True,24,25
259,"[[0, -1], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,15,"{'players': [{'position': [1, 2], 'orientation': [0, -1], 'held_object': {'name': 'onion', 'position': [1, 2]}}, {'position': [2, 3], 'orientation': [-1, 0], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}], 'cooking_tick': 8, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 8}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",39.001,141,12,True,True,6,7
617,"[[0, 0], [-1, 0]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,80,"{'players': [{'position': [5, 2], 'orientation': [-1, 0], 'held_object': None}, {'position': [1, 2], 'orientation': [-1, 0], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",92.7,87,6,True,True,4,5
65,"[[1, 0], [0, 0]]","['XXPXX', 'O  2O', 'X1  X', 'XDXSX']",cramped_room,0,0,"{'players': [{'position': [1, 1], 'orientation': [0, -1], 'held_object': {'name': 'dish', 'position': [1, 1]}}, {'position': [3, 1], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [3, 1]}}], 'objects': [{'name': 'soup', 'position': [2, 0], '_ingredients': [{'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}], 'cooking_tick': 13, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 13}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",9.902,170,5,True,True,4,5
852,"[[0, 0], [0, 0]]","['XXPXX', 'O  2O', 'X1  X', 'XDXSX']",cramped_room,0,60,"{'players': [{'position': [2, 2], 'orientation': [0, 1], 'held_object': None}, {'position': [3, 1], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [3, 1]}}], 'objects': [{'name': 'onion', 'position': [2, 3]}, {'name': 'onion', 'position': [1, 0]}, {'name': 'soup', 'position': [2, 0], '_ingredients': [{'name': 'onion', 'position': [2, 0]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",128.674,51,90,True,True,38,39
99,"['INTERACT', [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,0,"{'players': [{'position': [3, 1], 'orientation': [0, -1], 'held_object': {'name': 'onion', 'position': [3, 1]}}, {'position': [1, 2], 'orientation': [-1, 0], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}], 'cooking_tick': 11, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 11}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",15.007,165,97,True,True,40,41
203,"[[0, 0], [0, 0]]","['XXPXX', 'O  2O', 'X1  X', 'XDXSX']",cramped_room,0,5,"{'players': [{'position': [1, 1], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [1, 1]}}, {'position': [2, 2], 'orientation': [-1, 0], 'held_object': None}], 'objects': [{'name': 'onion', 'position': [3, 0]}, {'name': 'soup', 'position': [2, 0], '_ingredients': [{'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}], 'cooking_tick': 16, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 16}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",30.612,149,70,True,True,30,31
481,"['INTERACT', [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,30,"{'players': [{'position': [1, 3], 'orientation': [-1, 0], 'held_object': None}, {'position': [1, 1], 'orientation': [0, -1], 'held_object': {'name': 'dish', 'position': [1, 1]}}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}], 'cooking_tick': 15, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 15}, {'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",72.30199999999999,108,17,True,True,8,9
494,"[[0, -1], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,25,"{'players': [{'position': [1, 2], 'orientation': [0, -1], 'held_object': {'name': 'onion', 'position': [1, 2]}}, {'position': [3, 2], 'orientation': [0, -1], 'held_object': {'name': 'onion', 'position': [3, 2]}}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}, {'name': 'onion', 'position': [4, 1]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}, {'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",74.253,106,87,True,True,36,37
690,"[[0, 0], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,35,"{'players': [{'position': [2, 3], 'orientation': [-1, 0], 'held_object': {'name': 'soup', 'position': [2, 3], '_ingredients': [{'name': 'onion', 'position': [2, 3]}, {'name': 'onion', 'position': [2, 3]}, {'name': 'onion', 'position': [2, 3]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}}, {'position': [1, 2], 'orientation': [-1, 0], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",103.652,76,82,True,True,34,35
10,"[[0, 0], [0, 0]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,0,"{'players': [{'position': [7, 2], 'orientation': [1, 0], 'held_object': None}, {'position': [1, 3], 'orientation': [0, -1], 'held_object': None}], 'objects': [], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",1.651,178,16,True,True,8,9
939,"[[0, 1], [0, 0]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,140,"{'players': [{'position': [5, 2], 'orientation': [0, -1], 'held_object': {'name': 'onion', 'position': [5, 2]}}, {'position': [3, 3], 'orientation': [0, 1], 'held_object': None}], 'objects': [{'name': 'onion', 'position': [6, 1]}, {'name': 'dish', 'position': [6, 4]}, {'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}], 'cooking_tick': 11, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 11}, {'name': 'soup', 'position': [4, 3], '_ingredients': [{'name': 'onion', 'position': [4, 3]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",141.002,39,11,True,True,6,7
759,"[[0, 0], [-1, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,45,"{'players': [{'position': [3, 1], 'orientation': [0, -1], 'held_object': {'name': 'soup', 'position': [3, 1], '_ingredients': [{'name': 'onion', 'position': [3, 1]}, {'name': 'onion', 'position': [3, 1]}, {'name': 'onion', 'position': [3, 1]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}}, {'position': [2, 3], 'orientation': [0, 1], 'held_object': None}], 'objects': [], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",115.184,65,92,True,True,38,39
1047,"[[0, 1], [0, 0]]","['XXPXX', 'O  2O', 'X1  X', 'XDXSX']",cramped_room,0,80,"{'players': [{'position': [2, 1], 'orientation': [0, -1], 'held_object': None}, {'position': [1, 1], 'orientation': [-1, 0], 'held_object': {'name': 'onion', 'position': [1, 1]}}], 'objects': [{'name': 'soup', 'position': [2, 0], '_ingredients': [{'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}], 'cooking_tick': 2, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 2}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",157.202,23,115,True,True,48,49
1015,"[[0, 0], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,50,"{'players': [{'position': [3, 1], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [3, 1]}}, {'position': [1, 2], 'orientation': [0, -1], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [4, 1], '_ingredients': [{'name': 'onion', 'position': [4, 1]}], 'cooking_tick': -1, 'is_cooking': False, 'is_ready': False, 'is_idle': True, 'cook_time': -1, '_cooking_tick': -1}, {'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",152.403,28,82,True,True,34,35
736,"[[0, 0], [0, -1]]","['XXXXXXXXX', 'O XSXOX S', 'X   P 1 X', 'X2  P   X', 'XXXDXDXXX']",asymmetric_advantages,0,50,"{'players': [{'position': [7, 1], 'orientation': [1, 0], 'held_object': None}, {'position': [3, 3], 'orientation': [0, 1], 'held_object': {'name': 'dish', 'position': [3, 3]}}], 'objects': [{'name': 'soup', 'position': [4, 2], '_ingredients': [{'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}, {'name': 'onion', 'position': [4, 2]}], 'cooking_tick': 14, 'is_cooking': True, 'is_ready': False, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 14}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",110.552,69,61,True,True,26,27
681,"[[0, 0], [0, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,0,"{'players': [{'position': [3, 2], 'orientation': [0, 1], 'held_object': None}, {'position': [1, 2], 'orientation': [0, -1], 'held_object': None}], 'objects': [], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",102.457,78,2,True,True,2,3
418,"[[1, 0], [-1, 0]]","['XXXPX', 'X 1 P', 'D2X X', 'O   X', 'XOSXX']",coordination_ring,0,25,"{'players': [{'position': [2, 1], 'orientation': [1, 0], 'held_object': {'name': 'onion', 'position': [2, 1]}}, {'position': [1, 3], 'orientation': [-1, 0], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [3, 0], '_ingredients': [{'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}, {'name': 'onion', 'position': [3, 0]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",62.852,117,57,True,True,24,25
574,"[[0, 0], [0, 0]]","['XXPXX', 'O  2O', 'X1  X', 'XDXSX']",cramped_room,0,25,"{'players': [{'position': [2, 1], 'orientation': [0, -1], 'held_object': {'name': 'dish', 'position': [2, 1]}}, {'position': [1, 2], 'orientation': [-1, 0], 'held_object': None}], 'objects': [{'name': 'soup', 'position': [2, 0], '_ingredients': [{'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}, {'name': 'onion', 'position': [2, 0]}], 'cooking_tick': 20, 'is_cooking': False, 'is_ready': True, 'is_idle': False, 'cook_time': 20, '_cooking_tick': 20}], 'bonus_orders': [], 'all_orders': [{'ingredients': ['onion']}, {'ingredients': ['onion', 'onion']}, {'ingredients': ['onion', 'onion', 'onion']}, {'ingredients': ['tomato']}, {'ingredients': ['tomato', 'tomato']}, {'ingredients': ['tomato', 'tomato', 'tomato']}, {'ingredients': ['onion', 'tomato']}, {'ingredients': ['onion', 'onion', 'tomato']}, {'ingredients': ['onion', 'tomato', 'tomato']}], 'timestep': 0}",86.255,94,60,True,True,26,27
